Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temperature Difference,Wear Torque Ratio,Machanical Stress,Thermal Stress
1,303.7,312.7,1468,43.3,168,0,9.0,0.9940828402366864,63564.399999999994,94966.98999999999
0,303.7,312.6,1711,27.6,170,0,8.900000000000034,0.9941520467836257,47223.600000000006,94936.62000000001
2,303.8,312.7,1488,41.3,175,0,8.899999999999977,0.9943181818181818,61454.399999999994,94998.26
1,303.8,312.7,1664,29.3,178,0,8.899999999999977,0.994413407821229,48755.200000000004,94998.26
2,303.8,312.7,1507,38.5,180,0,8.899999999999977,0.994475138121547,58019.5,94998.26
1,303.7,312.6,1466,42.5,183,0,8.900000000000034,0.9945652173913043,62305.0,94936.62000000001
1,303.7,312.5,1433,53.6,185,0,8.800000000000011,0.9946236559139785,76808.8,94906.25
1,303.7,312.5,1397,45.7,187,0,8.800000000000011,0.9946808510638298,63842.9,94906.25
2,303.7,312.6,1429,43.3,189,0,8.900000000000034,0.9947368421052631,61875.7,94936.62000000001
1,303.7,312.7,1572,37.2,192,0,9.0,0.9948186528497409,58478.4,94966.98999999999
2,303.7,312.7,1532,42.7,194,0,9.0,0.9948717948717949,65416.4,94966.98999999999
2,303.7,312.7,1316,51.8,197,0,9.0,0.9949494949494949,68168.8,94966.98999999999
2,303.8,312.8,1420,47.9,200,0,9.0,0.9950248756218906,68018.0,95028.64000000001
1,303.8,312.9,1589,37.2,203,0,9.099999999999966,0.9950980392156863,59110.8,95059.01999999999
1,303.8,313.0,1365,59.9,205,1,9.199999999999989,0.9951456310679612,81763.5,95089.40000000001
1,303.8,313.0,1633,32.9,207,0,9.199999999999989,0.9951923076923077,53725.7,95089.40000000001
1,303.9,313.0,1626,31.4,209,0,9.100000000000023,0.9952380952380953,51056.399999999994,95120.7
1,303.9,313.1,1665,29.6,0,0,9.200000000000045,0.0,49284.0,95151.09
2,303.9,313.2,1350,47.2,2,0,9.300000000000011,0.6666666666666666,63720.00000000001,95181.48
1,303.9,313.2,1590,31.9,5,0,9.300000000000011,0.8333333333333334,50721.0,95181.48
2,304.0,313.2,1437,53.9,7,0,9.199999999999989,0.875,77454.3,95212.8
1,303.9,313.0,1403,48.3,10,0,9.100000000000023,0.9090909090909091,67764.9,95120.7
1,303.9,313.1,1440,41.1,12,0,9.200000000000045,0.9230769230769231,59184.0,95151.09
2,303.9,313.1,1343,61.4,14,0,9.200000000000045,0.9333333333333333,82460.2,95151.09
0,303.9,313.1,1790,26.7,17,0,9.200000000000045,0.9444444444444444,47793.0,95151.09
2,303.8,313.1,2117,18.6,22,0,9.300000000000011,0.9565217391304348,39376.200000000004,95119.78000000001
1,303.8,313.1,1458,42.2,25,0,9.300000000000011,0.9615384615384616,61527.600000000006,95119.78000000001
1,303.6,312.9,1381,57.8,27,0,9.299999999999955,0.9642857142857143,79821.8,94996.44
1,303.6,312.9,1450,45.3,29,0,9.299999999999955,0.9666666666666667,65685.0,94996.44
1,303.7,312.9,1461,50.1,31,0,9.199999999999989,0.96875,73196.1,95027.73
2,303.7,312.9,1511,41.0,33,0,9.199999999999989,0.9705882352941176,61951.0,95027.73
1,303.8,313.1,1394,45.4,36,0,9.300000000000011,0.972972972972973,63287.6,95119.78000000001
1,303.8,313.0,1499,42.3,38,0,9.199999999999989,0.9743589743589743,63407.7,95089.40000000001
1,303.7,313.0,1457,44.1,40,0,9.300000000000011,0.975609756097561,64253.700000000004,95058.09999999999
1,303.7,313.0,1753,29.0,42,0,9.300000000000011,0.9767441860465116,50837.0,95058.09999999999
1,303.7,313.0,1694,28.0,44,0,9.300000000000011,0.9777777777777777,47432.0,95058.09999999999
1,303.7,313.1,1683,28.4,46,0,9.400000000000034,0.9787234042553191,47797.2,95088.47
1,303.7,313.1,1496,47.4,48,0,9.400000000000034,0.9795918367346939,70910.4,95088.47
1,303.7,313.1,1721,34.8,50,0,9.400000000000034,0.9803921568627451,59890.799999999996,95088.47
1,303.6,313.0,1593,31.6,52,0,9.399999999999977,0.9811320754716981,50338.8,95026.8
1,303.6,313.0,1575,38.3,54,0,9.399999999999977,0.9818181818181818,60322.49999999999,95026.8
1,303.5,313.0,1465,41.0,56,0,9.5,0.9824561403508771,60065.0,94995.5
1,303.6,313.1,1405,38.3,58,0,9.5,0.9830508474576272,53811.49999999999,95057.16000000002
2,303.5,313.0,1902,21.6,60,0,9.5,0.9836065573770492,41083.200000000004,94995.5
2,303.4,312.9,1422,39.9,63,0,9.5,0.984375,56737.799999999996,94933.85999999999
1,303.5,312.9,1332,52.9,66,0,9.399999999999977,0.9850746268656716,70462.8,94965.15
2,303.4,312.9,1307,54.3,68,0,9.5,0.9855072463768116,70970.09999999999,94933.85999999999
1,303.5,313.0,1322,59.5,71,0,9.5,0.9861111111111112,78659.0,94995.5
1,303.5,313.0,1547,40.3,73,0,9.5,0.9864864864864865,62344.1,94995.5
1,303.5,313.1,1897,23.6,75,0,9.600000000000023,0.9868421052631579,44769.200000000004,95025.85
2,303.5,313.0,1403,51.9,77,0,9.5,0.9871794871794872,72815.7,94995.5
1,303.5,313.0,1393,51.6,80,0,9.5,0.9876543209876543,71878.8,94995.5
1,303.5,313.0,1482,38.5,82,0,9.5,0.9879518072289156,57057.0,94995.5
2,303.5,312.9,1572,44.7,84,0,9.399999999999977,0.9882352941176471,70268.40000000001,94965.15
1,303.5,312.9,1544,36.9,87,0,9.399999999999977,0.9886363636363636,56973.6,94965.15
2,303.5,313.0,1492,46.1,89,0,9.5,0.9888888888888889,68781.2,94995.5
1,303.4,312.8,1513,35.8,92,0,9.400000000000034,0.989247311827957,54165.399999999994,94903.51999999999
1,303.4,312.8,1449,43.9,94,0,9.400000000000034,0.9894736842105263,63611.1,94903.51999999999
1,303.5,312.8,1877,22.3,96,0,9.300000000000011,0.9896907216494846,41857.1,94934.8
1,303.4,312.8,1376,53.4,98,0,9.400000000000034,0.98989898989899,73478.4,94903.51999999999
2,303.5,312.9,1883,23.3,100,0,9.399999999999977,0.9900990099009901,43873.9,94965.15
2,303.4,312.8,1518,38.7,103,0,9.400000000000034,0.9903846153846154,58746.600000000006,94903.51999999999
2,303.5,312.9,1438,42.8,106,0,9.399999999999977,0.9906542056074766,61546.399999999994,94965.15
1,303.4,312.9,1389,54.1,109,0,9.5,0.990909090909091,75144.90000000001,94933.85999999999
1,303.5,312.9,1504,44.8,111,0,9.399999999999977,0.9910714285714286,67379.2,94965.15
1,303.5,312.9,1275,64.4,113,0,9.399999999999977,0.9912280701754386,82110.0,94965.15
1,303.6,313.0,1534,39.7,115,0,9.399999999999977,0.9913793103448276,60899.8,95026.8
2,303.6,313.0,1396,38.2,117,0,9.399999999999977,0.9915254237288136,53327.200000000004,95026.8
1,303.6,313.1,1395,44.1,120,0,9.5,0.9917355371900827,61519.5,95057.16000000002
1,303.6,313.0,1617,30.9,122,0,9.399999999999977,0.991869918699187,49965.299999999996,95026.8
1,303.7,313.1,1423,41.2,124,0,9.400000000000034,0.992,58627.600000000006,95088.47
1,303.5,313.0,1606,34.0,126,0,9.5,0.9921259842519685,54604.0,94995.5
1,303.5,312.9,1501,44.0,128,0,9.399999999999977,0.9922480620155039,66044.0,94965.15
2,303.5,312.9,1618,30.4,130,0,9.399999999999977,0.9923664122137404,49187.2,94965.15
1,303.6,313.0,1522,35.8,133,0,9.399999999999977,0.9925373134328358,54487.6,95026.8
1,303.6,312.9,1480,41.4,135,0,9.299999999999955,0.9926470588235294,61272.0,94996.44
2,303.7,313.0,1469,39.9,137,0,9.300000000000011,0.9927536231884058,58613.1,95058.09999999999
0,303.8,313.2,1381,52.4,140,0,9.399999999999977,0.9929078014184397,72364.4,95150.16
1,303.8,313.2,1525,41.9,145,0,9.399999999999977,0.9931506849315068,63897.5,95150.16
2,303.8,313.2,1732,29.6,147,0,9.399999999999977,0.9932432432432432,51267.200000000004,95150.16
1,303.8,313.1,1523,39.8,150,0,9.300000000000011,0.9933774834437086,60615.399999999994,95119.78000000001
1,303.8,313.1,1422,42.4,152,0,9.300000000000011,0.9934640522875817,60292.799999999996,95119.78000000001
0,303.8,313.2,1506,46.9,154,0,9.399999999999977,0.9935483870967742,70631.4,95150.16
1,303.8,313.2,1531,39.4,159,0,9.399999999999977,0.99375,60321.4,95150.16
2,303.9,313.3,1507,34.3,161,0,9.400000000000034,0.9938271604938271,51690.1,95211.87
1,303.9,313.3,1526,40.7,164,0,9.400000000000034,0.9939393939393939,62108.200000000004,95211.87
1,303.8,313.3,1406,52.1,166,0,9.5,0.9940119760479041,73252.6,95180.54000000001
2,303.9,313.3,1567,35.0,168,0,9.400000000000034,0.9940828402366864,54845.0,95211.87
2,303.9,313.4,1464,49.1,171,0,9.5,0.9941860465116279,71882.40000000001,95242.25999999998
1,303.9,313.4,1442,48.5,174,0,9.5,0.9942857142857143,69937.0,95242.25999999998
1,303.8,313.2,1336,47.8,176,0,9.399999999999977,0.9943502824858758,63860.799999999996,95150.16
0,303.8,313.2,1379,50.2,178,0,9.399999999999977,0.994413407821229,69225.8,95150.16
1,303.7,313.1,1406,48.6,183,0,9.400000000000034,0.9945652173913043,68331.6,95088.47
2,303.7,313.1,2130,18.1,185,0,9.400000000000034,0.9946236559139785,38553.0,95088.47
1,303.7,313.1,1355,49.1,188,0,9.400000000000034,0.9947089947089947,66530.5,95088.47
2,303.8,313.2,1710,26.5,190,0,9.399999999999977,0.9947643979057592,45315.0,95150.16
1,303.8,313.1,1309,55.8,193,0,9.300000000000011,0.9948453608247423,73042.2,95119.78000000001
1,303.9,313.1,1491,37.2,195,0,9.200000000000045,0.9948979591836735,55465.200000000004,95151.09
1,303.9,313.2,1481,44.1,197,0,9.300000000000011,0.9949494949494949,65312.1,95181.48
1,303.9,313.1,1425,49.3,199,0,9.200000000000045,0.995,70252.5,95151.09
0,303.9,313.2,1680,29.1,201,0,9.300000000000011,0.995049504950495,48888.0,95181.48
0,304.0,313.2,1612,31.7,206,0,9.199999999999989,0.9951690821256038,51100.4,95212.8
1,304.0,313.3,1530,34.8,211,0,9.300000000000011,0.9952830188679245,53243.99999999999,95243.2
1,304.0,313.2,1481,42.6,213,0,9.199999999999989,0.9953271028037384,63090.6,95212.8
2,303.9,313.2,1422,48.0,215,1,9.300000000000011,0.9953703703703703,68256.0,95181.48
1,303.8,313.0,1427,43.0,0,0,9.199999999999989,0.0,61361.0,95089.40000000001
0,303.7,312.9,1460,49.8,2,0,9.199999999999989,0.6666666666666666,72708.0,95027.73
1,303.6,312.9,1873,23.5,7,0,9.299999999999955,0.875,44015.5,94996.44
2,303.7,312.9,1566,32.6,9,0,9.199999999999989,0.9,51051.600000000006,95027.73
1,303.6,312.8,1701,30.8,12,0,9.199999999999989,0.9230769230769231,52390.8,94966.08000000002
1,303.6,312.8,1710,27.2,14,0,9.199999999999989,0.9333333333333333,46512.0,94966.08000000002
2,303.6,312.8,1689,33.1,16,0,9.199999999999989,0.9411764705882353,55905.9,94966.08000000002
1,303.6,312.7,1637,32.9,19,0,9.099999999999966,0.95,53857.299999999996,94935.72
1,303.5,312.6,1496,39.0,21,0,9.100000000000023,0.9545454545454546,58344.0,94874.1
2,303.5,312.7,1402,47.0,23,0,9.199999999999989,0.9583333333333334,65894.0,94904.45
1,303.4,312.7,1363,45.5,26,0,9.300000000000011,0.9629629629629629,62016.5,94873.18
2,303.4,312.7,1576,49.9,28,0,9.300000000000011,0.9655172413793104,78642.4,94873.18
2,303.4,312.7,1357,55.3,31,0,9.300000000000011,0.96875,75042.09999999999,94873.18
2,303.4,312.7,1399,48.4,34,0,9.300000000000011,0.9714285714285714,67711.59999999999,94873.18
2,303.4,312.8,1526,30.8,37,0,9.400000000000034,0.9736842105263158,47000.8,94903.51999999999
1,303.5,312.7,1694,27.3,40,0,9.199999999999989,0.975609756097561,46246.200000000004,94904.45
2,303.5,312.7,1420,49.1,42,0,9.199999999999989,0.9767441860465116,69722.0,94904.45
2,303.5,312.7,2116,16.7,45,0,9.199999999999989,0.9782608695652174,35337.2,94904.45
2,303.7,312.9,1406,41.9,48,0,9.199999999999989,0.9795918367346939,58911.4,95027.73
1,303.7,313.0,1456,45.5,51,0,9.300000000000011,0.9807692307692307,66248.0,95058.09999999999
1,303.6,312.9,1588,31.9,53,0,9.299999999999955,0.9814814814814815,50657.2,94996.44
1,303.7,312.8,1448,44.5,55,0,9.100000000000023,0.9821428571428571,64436.0,94997.36
0,303.6,312.7,1403,46.2,57,0,9.099999999999966,0.9827586206896551,64818.600000000006,94935.72
2,303.5,312.6,1405,51.6,62,0,9.100000000000023,0.9841269841269841,72498.0,94874.1
2,303.4,312.6,2706,9.8,65,1,9.200000000000045,0.9848484848484849,26518.800000000003,94842.84
2,303.3,312.4,1505,38.9,68,0,9.099999999999966,0.9855072463768116,58544.5,94750.92
1,303.2,312.4,1663,33.7,71,0,9.199999999999989,0.9861111111111112,56043.100000000006,94719.68
2,303.3,312.6,1482,44.4,73,0,9.300000000000011,0.9864864864864865,65800.8,94811.58000000002
2,303.3,312.5,1674,32.7,76,0,9.199999999999989,0.987012987012987,54739.8,94781.25
2,303.4,312.7,1594,32.8,79,0,9.300000000000011,0.9875,52283.2,94873.18
1,303.5,312.7,1393,49.3,82,0,9.199999999999989,0.9879518072289156,68674.9,94904.45
0,303.5,312.8,1404,55.8,84,0,9.300000000000011,0.9882352941176471,78343.2,94934.8
2,303.5,312.8,1375,45.7,89,0,9.300000000000011,0.9888888888888889,62837.50000000001,94934.8
1,303.5,312.8,1607,38.4,92,0,9.300000000000011,0.989247311827957,61708.799999999996,94934.8
1,303.4,312.8,1360,50.8,94,0,9.400000000000034,0.9894736842105263,69088.0,94903.51999999999
1,303.5,312.8,1524,39.4,96,0,9.300000000000011,0.9896907216494846,60045.6,94934.8
1,303.4,312.7,1534,35.5,98,0,9.300000000000011,0.98989898989899,54457.0,94873.18
1,303.3,312.7,1262,63.8,100,0,9.399999999999977,0.9900990099009901,80515.59999999999,94841.91
1,303.3,312.6,1623,34.6,102,0,9.300000000000011,0.9902912621359223,56155.8,94811.58000000002
2,303.3,312.7,1642,33.6,104,0,9.399999999999977,0.9904761904761905,55171.200000000004,94841.91
2,303.4,312.8,1622,35.1,107,0,9.400000000000034,0.9907407407407407,56932.200000000004,94903.51999999999
2,303.5,312.9,1530,34.5,110,0,9.399999999999977,0.990990990990991,52785.0,94965.15
2,303.4,312.8,1590,36.3,113,0,9.400000000000034,0.9912280701754386,57716.99999999999,94903.51999999999
1,303.4,312.7,1589,34.0,116,0,9.300000000000011,0.9914529914529915,54026.0,94873.18
1,303.4,312.6,1462,37.5,118,0,9.200000000000045,0.9915966386554622,54825.0,94842.84
0,303.3,312.5,1328,49.8,120,0,9.199999999999989,0.9917355371900827,66134.4,94781.25
0,303.3,312.6,1692,29.0,125,0,9.300000000000011,0.9920634920634921,49068.0,94811.58000000002
1,303.3,312.5,1968,20.6,130,0,9.199999999999989,0.9923664122137404,40540.8,94781.25
0,303.3,312.6,1827,24.2,132,0,9.300000000000011,0.9924812030075187,44213.4,94811.58000000002
2,303.3,312.6,1397,47.1,137,0,9.300000000000011,0.9927536231884058,65798.7,94811.58000000002
1,303.3,312.6,1463,44.0,140,0,9.300000000000011,0.9929078014184397,64372.0,94811.58000000002
1,303.3,312.7,1643,30.7,142,0,9.399999999999977,0.993006993006993,50440.1,94841.91
1,303.2,312.6,1281,57.0,144,0,9.400000000000034,0.993103448275862,73017.0,94780.32
1,303.2,312.5,1518,39.9,146,0,9.300000000000011,0.9931972789115646,60568.2,94750.0
1,303.2,312.6,1601,35.3,148,0,9.400000000000034,0.9932885906040269,56515.299999999996,94780.32
1,303.1,312.6,1548,36.4,150,0,9.5,0.9933774834437086,56347.2,94749.06000000001
0,303.1,312.6,1404,40.6,152,0,9.5,0.9934640522875817,57002.4,94749.06000000001
2,303.1,312.5,1766,26.7,157,0,9.399999999999977,0.9936708860759493,47152.2,94718.75
2,303.1,312.5,1667,30.0,160,0,9.399999999999977,0.9937888198757764,50010.0,94718.75
0,303.0,312.5,1507,37.9,163,0,9.5,0.9939024390243902,57115.299999999996,94687.5
0,303.0,312.4,1627,37.1,168,0,9.399999999999977,0.9940828402366864,60361.700000000004,94657.2
1,302.9,312.3,1435,47.7,173,0,9.400000000000034,0.9942528735632183,68449.5,94595.67
0,302.9,312.3,1509,46.8,175,0,9.400000000000034,0.9943181818181818,70621.2,94595.67
2,302.9,312.3,1809,25.0,180,0,9.400000000000034,0.994475138121547,45225.0,94595.67
1,302.9,312.3,1515,40.8,183,0,9.400000000000034,0.9945652173913043,61811.99999999999,94595.67
1,302.9,312.3,1530,34.9,185,0,9.400000000000034,0.9946236559139785,53397.0,94595.67
0,302.8,312.3,1336,57.5,187,0,9.5,0.9946808510638298,76820.0,94564.44
1,302.9,312.4,2030,19.1,192,0,9.5,0.9948186528497409,38773.0,94625.95999999999
1,302.9,312.4,1550,36.9,194,0,9.5,0.9948717948717949,57195.0,94625.95999999999
1,302.9,312.4,1446,41.7,196,0,9.5,0.9949238578680203,60298.200000000004,94625.95999999999
1,302.8,312.3,1494,37.5,198,0,9.5,0.9949748743718593,56025.0,94564.44
1,302.8,312.4,1651,27.0,200,0,9.599999999999966,0.9950248756218906,44577.0,94594.72
1,302.9,312.4,1698,33.8,202,0,9.5,0.9950738916256158,57392.399999999994,94625.95999999999
1,302.8,312.3,1504,40.3,204,0,9.5,0.9951219512195122,60611.2,94564.44
2,302.9,312.4,1421,46.0,206,0,9.5,0.9951690821256038,65366.0,94625.95999999999
0,302.9,312.3,1754,26.9,209,0,9.400000000000034,0.9952380952380953,47182.6,94595.67
1,302.9,312.2,1469,42.0,214,0,9.300000000000011,0.9953488372093023,61698.0,94565.37999999999
1,302.8,312.2,1433,50.0,216,0,9.399999999999977,0.9953917050691244,71650.0,94534.16
2,302.8,312.3,1432,49.0,218,0,9.5,0.9954337899543378,70168.0,94564.44
1,302.8,312.3,1366,49.1,221,0,9.5,0.9954954954954955,67070.6,94564.44
0,302.8,312.3,1483,47.2,223,0,9.5,0.9955357142857143,69997.6,94564.44
1,302.7,312.2,1572,34.4,228,0,9.5,0.9956331877729258,54076.799999999996,94502.93999999999
1,302.8,312.2,1481,40.2,230,0,9.399999999999977,0.9956709956709957,59536.200000000004,94534.16
1,302.8,312.3,1473,42.6,232,0,9.5,0.9957081545064378,62749.8,94564.44
2,302.8,312.3,1262,70.5,234,1,9.5,0.9957446808510638,88971.0,94564.44
1,302.8,312.4,1529,36.8,237,0,9.599999999999966,0.9957983193277311,56267.2,94594.72
1,302.8,312.4,1523,39.7,239,0,9.599999999999966,0.9958333333333333,60463.100000000006,94594.72
2,302.8,312.3,1416,42.7,241,0,9.5,0.9958677685950413,60463.200000000004,94564.44
1,302.9,312.4,1923,23.9,244,0,9.5,0.9959183673469387,45959.7,94625.95999999999
0,302.8,312.4,1411,53.8,246,1,9.599999999999966,0.9959514170040485,75911.8,94594.72
1,302.7,312.4,1477,46.3,251,1,9.699999999999989,0.996031746031746,68385.09999999999,94563.48
2,302.6,312.3,1454,54.8,253,1,9.699999999999989,0.9960629921259843,79679.2,94501.98000000001
1,302.7,312.3,1421,48.5,0,0,9.600000000000023,0.0,68918.5,94533.21
1,302.7,312.3,1858,25.4,2,0,9.600000000000023,0.6666666666666666,47193.2,94533.21
0,302.8,312.5,1422,46.1,4,0,9.699999999999989,0.8,65554.2,94625.0
1,302.7,312.4,1444,48.7,9,0,9.699999999999989,0.9,70322.8,94563.48
1,302.7,312.4,1360,47.8,11,0,9.699999999999989,0.9166666666666666,65007.99999999999,94563.48
1,302.7,312.4,1954,24.8,13,0,9.699999999999989,0.9285714285714286,48459.200000000004,94563.48
1,302.6,312.4,1628,33.0,15,0,9.799999999999955,0.9375,53724.0,94532.24
1,302.7,312.4,1433,44.2,17,0,9.699999999999989,0.9444444444444444,63338.600000000006,94563.48
2,302.7,312.5,1417,51.5,19,0,9.800000000000011,0.95,72975.5,94593.75
1,302.8,312.6,1462,39.4,22,0,9.800000000000011,0.9565217391304348,57602.799999999996,94655.28000000001
1,302.9,312.6,1328,59.9,24,0,9.700000000000045,0.96,79547.2,94686.54
0,302.7,312.5,1527,36.4,26,0,9.800000000000011,0.9629629629629629,55582.799999999996,94593.75
1,302.6,312.3,1534,34.3,31,0,9.699999999999989,0.96875,52616.2,94501.98000000001
2,302.6,312.4,1410,50.3,33,0,9.799999999999955,0.9705882352941176,70923.0,94532.24
1,302.6,312.3,1660,30.3,36,0,9.699999999999989,0.972972972972973,50298.0,94501.98000000001
1,302.6,312.4,1386,45.8,38,0,9.799999999999955,0.9743589743589743,63478.799999999996,94532.24
1,302.6,312.4,1398,41.6,40,0,9.799999999999955,0.975609756097561,58156.8,94532.24
1,302.6,312.3,1321,53.4,42,0,9.699999999999989,0.9767441860465116,70541.4,94501.98000000001
1,302.6,312.3,1512,34.2,44,0,9.699999999999989,0.9777777777777777,51710.4,94501.98000000001
2,302.6,312.3,1566,36.6,46,0,9.699999999999989,0.9787234042553191,57315.600000000006,94501.98000000001
2,302.7,312.4,1422,44.5,49,0,9.699999999999989,0.98,63279.0,94563.48
1,302.6,312.3,1647,31.8,52,0,9.699999999999989,0.9811320754716981,52374.6,94501.98000000001
1,302.6,312.2,1377,45.5,54,0,9.599999999999966,0.9818181818181818,62653.5,94471.72
1,302.5,312.2,1775,27.9,56,0,9.699999999999989,0.9824561403508771,49522.5,94440.5
1,302.6,312.3,1554,42.0,58,0,9.699999999999989,0.9830508474576272,65268.0,94501.98000000001
1,302.7,312.4,1423,51.9,60,0,9.699999999999989,0.9836065573770492,73853.7,94563.48
1,302.7,312.4,1453,47.3,62,0,9.699999999999989,0.9841269841269841,68726.9,94563.48
1,302.8,312.4,1590,34.4,64,0,9.599999999999966,0.9846153846153847,54696.0,94594.72
1,302.8,312.5,1694,28.4,66,0,9.699999999999989,0.9850746268656716,48109.6,94625.0
1,302.8,312.5,1462,43.4,68,0,9.699999999999989,0.9855072463768116,63450.799999999996,94625.0
1,302.8,312.4,1392,46.2,70,0,9.599999999999966,0.9859154929577465,64310.4,94594.72
1,302.9,312.5,1550,45.5,72,0,9.600000000000023,0.9863013698630136,70525.0,94656.25
1,302.9,312.5,1629,30.4,74,0,9.600000000000023,0.9866666666666667,49521.6,94656.25
2,303.0,312.5,1524,42.1,76,0,9.5,0.987012987012987,64160.4,94687.5
2,302.9,312.5,1679,30.9,79,0,9.600000000000023,0.9875,51881.1,94656.25
2,302.9,312.6,1394,46.4,82,0,9.700000000000045,0.9879518072289156,64681.6,94686.54
1,302.9,312.5,1683,32.1,85,0,9.600000000000023,0.9883720930232558,54024.3,94656.25
1,303.0,312.5,1626,30.5,87,0,9.5,0.9886363636363636,49593.0,94687.5
0,303.0,312.5,1698,30.0,89,0,9.5,0.9888888888888889,50940.0,94687.5
2,303.0,312.6,1392,42.9,94,0,9.600000000000023,0.9894736842105263,59716.799999999996,94717.8
1,303.1,312.7,1353,51.8,97,0,9.599999999999966,0.9897959183673469,70085.4,94779.37000000001
2,303.0,312.7,1426,46.8,99,0,9.699999999999989,0.99,66736.8,94748.09999999999
1,303.0,312.7,2024,19.9,102,0,9.699999999999989,0.9902912621359223,40277.6,94748.09999999999
